timestamp,value
2021-01-01 00:01:53,21
2021-01-01 00:01:54,234
2021-01-01 00:01:55,105
2021-01-01 00:01:56,80
2021-01-01 00:01:57,125
2021-01-01 00:01:58,185
2021-01-01 00:01:59,154
2021-01-01 00:02:00,74
2021-01-01 00:02:01,69
2021-01-01 00:02:02,112
2021-01-01 00:02:03,63
2021-01-01 00:02:04,114
2021-01-01 00:02:05,74
2021-01-01 00:02:06,80
2021-01-01 00:02:07,70
2021-01-01 00:02:08,143
2021-01-01 00:02:09,219
2021-01-01 00:02:10,54
2021-01-01 00:02:11,43
2021-01-01 00:02:12,28
2021-01-01 00:02:13,105
2021-01-01 00:02:14,34
2021-01-01 00:02:15,40
2021-01-01 00:02:16,40
2021-01-01 00:02:17,37
2021-01-01 00:02:18,87
2021-01-01 00:02:19,101
2021-01-01 00:02:20,179
2021-01-01 00:02:21,227
2021-01-01 00:02:22,120
2021-01-01 00:02:23,114
2021-01-01 00:02:24,79
2021-01-01 00:02:25,102
2021-01-01 00:02:26,78
2021-01-01 00:02:27,114
2021-01-01 00:02:28,67
2021-01-01 00:02:29,60
2021-01-01 00:02:30,55
2021-01-01 00:02:31,59
2021-01-01 00:02:32,110
2021-01-01 00:02:33,192
2021-01-01 00:02:34,92
2021-01-01 00:02:35,60
2021-01-01 00:02:36,53
2021-01-01 00:02:37,48
2021-01-01 00:02:38,31
2021-01-01 00:02:39,23
2021-01-01 00:02:40,59
2021-01-01 00:02:41,74
2021-01-01 00:02:42,115
2021-01-01 00:02:43,64
2021-01-01 00:02:44,68
2021-01-01 00:02:45,107
2021-01-01 00:02:46,135
2021-01-01 00:02:47,166
2021-01-01 00:02:48,74
2021-01-01 00:02:49,59
2021-01-01 00:02:50,69
2021-01-01 00:02:51,70
2021-01-01 00:02:52,66
2021-01-01 00:02:53,69
2021-01-01 00:02:54,49
2021-01-01 00:02:55,99
2021-01-01 00:02:56,63
2021-01-01 00:02:57,117
2021-01-01 00:02:58,67
2021-01-01 00:02:59,107
2021-01-01 00:03:00,103
2021-01-01 00:03:01,38
2021-01-01 00:03:02,81
2021-01-01 00:03:03,33
2021-01-01 00:03:04,84
2021-01-01 00:03:05,29
2021-01-01 00:03:06,76
2021-01-01 00:03:07,38
2021-01-01 00:03:08,53
2021-01-01 00:03:09,120
2021-01-01 00:03:10,61
2021-01-01 00:03:11,89
2021-01-01 00:03:12,76
2021-01-01 00:03:13,174
2021-01-01 00:03:14,64
2021-01-01 00:03:15,123
2021-01-01 00:03:16,59
2021-01-01 00:03:17,55
2021-01-01 00:03:18,157
2021-01-01 00:03:19,98
2021-01-01 00:03:20,123
2021-01-01 00:03:21,99
2021-01-01 00:03:22,51
2021-01-01 00:03:23,93
2021-01-01 00:03:24,37
2021-01-01 00:03:25,58
2021-01-01 00:03:26,44
2021-01-01 00:03:27,31
2021-01-01 00:03:28,33
2021-01-01 00:03:29,87
2021-01-01 00:03:30,99
2021-01-01 00:03:31,48
2021-01-01 00:03:32,60
2021-01-01 00:03:33,75
2021-01-01 00:03:34,196
2021-01-01 00:03:35,154
2021-01-01 00:03:36,122
2021-01-01 00:03:37,103
2021-01-01 00:03:38,72
2021-01-01 00:03:39,556
2021-01-01 00:03:40,84
2021-01-01 00:03:41,1247
2021-01-01 00:03:42,186
2021-01-01 00:03:43,133
2021-01-01 00:03:44,129
2021-01-01 00:03:45,72
2021-01-01 00:03:46,51
2021-01-01 00:03:47,51
2021-01-01 00:03:48,33
2021-01-01 00:03:49,84
2021-01-01 00:03:50,73
2021-01-01 00:03:51,27
2021-01-01 00:03:52,80
2021-01-01 00:03:53,37
2021-01-01 00:03:54,37
2021-01-01 00:03:55,150
2021-01-01 00:03:56,64
2021-01-01 00:03:57,103
2021-01-01 00:03:58,146
2021-01-01 00:03:59,124
2021-01-01 00:04:00,78
2021-01-01 00:04:01,178
2021-01-01 00:04:02,102
2021-01-01 00:04:03,77
2021-01-01 00:04:04,53
2021-01-01 00:04:05,49
2021-01-01 00:04:06,111
2021-01-01 00:04:07,851
2021-01-01 00:04:08,151
2021-01-01 00:04:09,44
2021-01-01 00:04:10,56
2021-01-01 00:04:11,728
2021-01-01 00:04:12,184
2021-01-01 00:04:13,77
2021-01-01 00:04:14,18
2021-01-01 00:04:15,22
2021-01-01 00:04:16,78
2021-01-01 00:04:17,42
2021-01-01 00:04:18,129
2021-01-01 00:04:19,72
2021-01-01 00:04:20,53
2021-01-01 00:04:21,59
2021-01-01 00:04:22,151
2021-01-01 00:04:23,112
2021-01-01 00:04:24,58
2021-01-01 00:04:25,62
2021-01-01 00:04:26,111
2021-01-01 00:04:27,99
2021-01-01 00:04:28,114
2021-01-01 00:04:29,49
2021-01-01 00:04:30,107
2021-01-01 00:04:31,107
2021-01-01 00:04:32,103
2021-01-01 00:04:33,44
2021-01-01 00:04:34,63
2021-01-01 00:04:35,41
2021-01-01 00:04:36,93
2021-01-01 00:04:37,79
2021-01-01 00:04:38,19
2021-01-01 00:04:39,20
2021-01-01 00:04:40,89
2021-01-01 00:04:41,41
2021-01-01 00:04:42,42
2021-01-01 00:04:43,51
2021-01-01 00:04:44,110
2021-01-01 00:04:45,57
2021-01-01 00:04:46,71
2021-01-01 00:04:47,75
2021-01-01 00:04:48,117
2021-01-01 00:04:49,95
2021-01-01 00:04:50,133
2021-01-01 00:04:51,132
2021-01-01 00:04:52,131
2021-01-01 00:04:53,151
2021-01-01 00:04:54,105
2021-01-01 00:04:55,60
2021-01-01 00:04:56,157
2021-01-01 00:04:57,61
2021-01-01 00:04:58,60
2021-01-01 00:04:59,133
2021-01-01 00:05:00,86
2021-01-01 00:05:01,25
2021-01-01 00:05:02,23
2021-01-01 00:05:03,25
2021-01-01 00:05:04,75
2021-01-01 00:05:05,65
2021-01-01 00:05:06,107
2021-01-01 00:05:07,65
2021-01-01 00:05:08,55
2021-01-01 00:05:09,85
2021-01-01 00:05:10,62
2021-01-01 00:05:11,143
2021-01-01 00:05:12,84
2021-01-01 00:05:13,130
2021-01-01 00:05:14,89
2021-01-01 00:05:15,118
2021-01-01 00:05:16,114
2021-01-01 00:05:17,109
2021-01-01 00:05:18,131
2021-01-01 00:05:19,85
2021-01-01 00:05:20,125
2021-01-01 00:05:21,85
2021-01-01 00:05:22,79
2021-01-01 00:05:23,182
2021-01-01 00:05:24,97
2021-01-01 00:05:25,87
2021-01-01 00:05:26,38
2021-01-01 00:05:27,37
2021-01-01 00:05:28,76
2021-01-01 00:05:29,35
2021-01-01 00:05:30,43
2021-01-01 00:05:31,59
2021-01-01 00:05:32,50
2021-01-01 00:05:33,77
2021-01-01 00:05:34,160
2021-01-01 00:05:35,78
2021-01-01 00:05:36,171
2021-01-01 00:05:37,74
2021-01-01 00:05:38,67
2021-01-01 00:05:39,75
2021-01-01 00:05:40,112
2021-01-01 00:05:41,174
2021-01-01 00:05:42,61
2021-01-01 00:05:43,78
2021-01-01 00:05:44,73
2021-01-01 00:05:45,85
2021-01-01 00:05:46,132
2021-01-01 00:05:47,63
2021-01-01 00:05:48,39
2021-01-01 00:05:49,43
2021-01-01 00:05:50,45
2021-01-01 00:05:51,40
2021-01-01 00:05:52,82
2021-01-01 00:05:53,35
2021-01-01 00:05:54,40
2021-01-01 00:05:55,49
2021-01-01 00:05:56,78
2021-01-01 00:05:57,189
2021-01-01 00:05:58,114
2021-01-01 00:05:59,57
2021-01-01 00:06:00,84
2021-01-01 00:06:01,82
2021-01-01 00:06:02,68
2021-01-01 00:06:03,66
2021-01-01 00:06:04,338
2021-01-01 00:06:05,110
2021-01-01 00:06:06,93
2021-01-01 00:06:07,38
2021-01-01 00:06:08,112
2021-01-01 00:06:09,108
2021-01-01 00:06:10,52
2021-01-01 00:06:11,52
2021-01-01 00:06:12,65
2021-01-01 00:06:13,34
2021-01-01 00:06:14,29
2021-01-01 00:06:15,43
2021-01-01 00:06:16,85
2021-01-01 00:06:17,46
2021-01-01 00:06:18,55
2021-01-01 00:06:19,71
2021-01-01 00:06:20,66
2021-01-01 00:06:21,106
2021-01-01 00:06:22,72
2021-01-01 00:06:23,92
2021-01-01 00:06:24,60
2021-01-01 00:06:25,71
2021-01-01 00:06:26,96
2021-01-01 00:06:27,129
2021-01-01 00:06:28,121
2021-01-01 00:06:29,130
2021-01-01 00:06:30,54
2021-01-01 00:06:31,63
2021-01-01 00:06:32,82
2021-01-01 00:06:33,80
2021-01-01 00:06:34,112
2021-01-01 00:06:35,80
2021-01-01 00:06:36,83
2021-01-01 00:06:37,115
2021-01-01 00:06:38,38
2021-01-01 00:06:39,43
2021-01-01 00:06:40,41
2021-01-01 00:06:41,38
2021-01-01 00:06:42,38
2021-01-01 00:06:43,57
2021-01-01 00:06:44,66
2021-01-01 00:06:45,73
2021-01-01 00:06:46,117
2021-01-01 00:06:47,60
2021-01-01 00:06:48,83
2021-01-01 00:06:49,73
2021-01-01 00:06:50,71
2021-01-01 00:06:51,108
2021-01-01 00:06:52,63
2021-01-01 00:06:53,116
2021-01-01 00:06:54,109
2021-01-01 00:06:55,64
2021-01-01 00:06:56,80
2021-01-01 00:06:57,192
2021-01-01 00:06:58,118
2021-01-01 00:06:59,141
2021-01-01 00:07:00,59
2021-01-01 00:07:01,52
2021-01-01 00:07:02,50
2021-01-01 00:07:03,43
2021-01-01 00:07:04,69
2021-01-01 00:07:05,78
2021-01-01 00:07:06,38
2021-01-01 00:07:07,54
2021-01-01 00:07:08,189
2021-01-01 00:07:09,96
2021-01-01 00:07:10,78
2021-01-01 00:07:11,131
2021-01-01 00:07:12,87
2021-01-01 00:07:13,84
2021-01-01 00:07:14,86
2021-01-01 00:07:15,84
2021-01-01 00:07:16,114
2021-01-01 00:07:17,73
2021-01-01 00:07:18,107
2021-01-01 00:07:19,213
2021-01-01 00:07:20,211
2021-01-01 00:07:21,73
2021-01-01 00:07:22,53
2021-01-01 00:07:23,103
2021-01-01 00:07:24,45
2021-01-01 00:07:25,41
2021-01-01 00:07:26,41
2021-01-01 00:07:27,39
2021-01-01 00:07:28,38
2021-01-01 00:07:29,30
2021-01-01 00:07:30,35
2021-01-01 00:07:31,50
2021-01-01 00:07:32,76
2021-01-01 00:07:33,175
2021-01-01 00:07:34,84
2021-01-01 00:07:35,78
2021-01-01 00:07:36,85
2021-01-01 00:07:37,147
2021-01-01 00:07:38,165
2021-01-01 00:07:39,127
2021-01-01 00:07:40,78
2021-01-01 00:07:41,74
2021-01-01 00:07:42,139
2021-01-01 00:07:43,144
2021-01-01 00:07:44,246
2021-01-01 00:07:45,120
2021-01-01 00:07:46,135
2021-01-01 00:07:47,68
2021-01-01 00:07:48,55
2021-01-01 00:07:49,55
2021-01-01 00:07:50,43
2021-01-01 00:07:51,36
2021-01-01 00:07:52,86
2021-01-01 00:07:53,38
2021-01-01 00:07:54,52
2021-01-01 00:07:55,66
2021-01-01 00:07:56,126
2021-01-01 00:07:57,225
2021-01-01 00:07:58,94
2021-01-01 00:07:59,112
2021-01-01 00:08:00,134
2021-01-01 00:08:01,70
2021-01-01 00:08:02,60
2021-01-01 00:08:03,76
2021-01-01 00:08:04,62
2021-01-01 00:08:05,70
2021-01-01 00:08:06,85
2021-01-01 00:08:07,91
2021-01-01 00:08:08,202
2021-01-01 00:08:09,272
2021-01-01 00:08:10,144
2021-01-01 00:08:11,70
2021-01-01 00:08:12,51
2021-01-01 00:08:13,37
2021-01-01 00:08:14,31
2021-01-01 00:08:15,78
2021-01-01 00:08:16,21
2021-01-01 00:08:17,25
2021-01-01 00:08:18,30
2021-01-01 00:08:19,46
2021-01-01 00:08:20,71
2021-01-01 00:08:21,160
2021-01-01 00:08:22,76
2021-01-01 00:08:23,117
2021-01-01 00:08:24,86
2021-01-01 00:08:25,105
2021-01-01 00:08:26,85
2021-01-01 00:08:27,64
2021-01-01 00:08:28,76
2021-01-01 00:08:29,79
2021-01-01 00:08:30,197
2021-01-01 00:08:31,61
2021-01-01 00:08:32,211
2021-01-01 00:08:33,121
2021-01-01 00:08:34,173
2021-01-01 00:08:35,65
2021-01-01 00:08:36,56
2021-01-01 00:08:37,41
2021-01-01 00:08:38,42
2021-01-01 00:08:39,41
2021-01-01 00:08:40,42
2021-01-01 00:08:41,45
2021-01-01 00:08:42,44
2021-01-01 00:08:43,77
2021-01-01 00:08:44,76
2021-01-01 00:08:45,85
2021-01-01 00:08:46,132
2021-01-01 00:08:47,89
2021-01-01 00:08:48,86
2021-01-01 00:08:49,87
2021-01-01 00:08:50,108
2021-01-01 00:08:51,69
2021-01-01 00:08:52,74
2021-01-01 00:08:53,276
2021-01-01 00:08:54,62
2021-01-01 00:08:55,131
2021-01-01 00:08:56,70
2021-01-01 00:08:57,104
2021-01-01 00:08:58,133
2021-01-01 00:08:59,77
2021-01-01 00:09:00,104
2021-01-01 00:09:01,149
2021-01-01 00:09:02,29
2021-01-01 00:09:03,37
2021-01-01 00:09:04,36
2021-01-01 00:09:05,39
2021-01-01 00:09:06,60
2021-01-01 00:09:07,126
2021-01-01 00:09:08,275
2021-01-01 00:09:09,100
2021-01-01 00:09:10,2
2021-01-01 00:09:11,119
2021-01-01 00:09:12,65
2021-01-01 00:09:13,72
2021-01-01 00:09:14,150
2021-01-01 00:09:15,112
2021-01-01 00:09:16,59
2021-01-01 00:09:17,63
2021-01-01 00:09:18,60
2021-01-01 00:09:19,353
2021-01-01 00:09:20,110
2021-01-01 00:09:21,125
2021-01-01 00:09:22,71
2021-01-01 00:09:23,127
2021-01-01 00:09:24,50
2021-01-01 00:09:25,49
2021-01-01 00:09:26,42
2021-01-01 00:09:27,45
2021-01-01 00:09:28,51
2021-01-01 00:09:29,36
2021-01-01 00:09:30,37
2021-01-01 00:09:31,50
2021-01-01 00:09:32,253
2021-01-01 00:09:33,91
2021-01-01 00:09:34,107
2021-01-01 00:09:35,73
2021-01-01 00:09:36,85
2021-01-01 00:09:37,91
2021-01-01 00:09:38,96
2021-01-01 00:09:39,78
2021-01-01 00:09:40,76
2021-01-01 00:09:41,57
2021-01-01 00:09:42,70
2021-01-01 00:09:43,168
2021-01-01 00:09:44,191
2021-01-01 00:09:45,85
2021-01-01 00:09:46,119
2021-01-01 00:09:47,57
2021-01-01 00:09:48,52
2021-01-01 00:09:49,49
2021-01-01 00:09:50,36
2021-01-01 00:09:51,35
2021-01-01 00:09:52,89
2021-01-01 00:09:53,49
2021-01-01 00:09:54,51
2021-01-01 00:09:55,70
2021-01-01 00:09:56,229
2021-01-01 00:09:57,89
2021-01-01 00:09:58,147
2021-01-01 00:09:59,112
2021-01-01 00:10:00,78
2021-01-01 00:10:01,74
2021-01-01 00:10:02,170
2021-01-01 00:10:03,78
2021-01-01 00:10:04,115
2021-01-01 00:10:05,72
2021-01-01 00:10:06,87
2021-01-01 00:10:07,175
2021-01-01 00:10:08,118
2021-01-01 00:10:09,72
2021-01-01 00:10:10,148
2021-01-01 00:10:11,157
2021-01-01 00:10:12,72
2021-01-01 00:10:13,58
2021-01-01 00:10:14,50
2021-01-01 00:10:15,47
2021-01-01 00:10:16,40
2021-01-01 00:10:17,36
2021-01-01 00:10:18,38
2021-01-01 00:10:19,48
2021-01-01 00:10:20,62
2021-01-01 00:10:21,74
2021-01-01 00:10:22,70
2021-01-01 00:10:23,71
2021-01-01 00:10:24,76
2021-01-01 00:10:25,113
2021-01-01 00:10:26,104
2021-01-01 00:10:27,58
2021-01-01 00:10:28,67
2021-01-01 00:10:29,65
2021-01-01 00:10:30,66
2021-01-01 00:10:31,94
2021-01-01 00:10:32,141
2021-01-01 00:10:33,115
2021-01-01 00:10:34,70
2021-01-01 00:10:35,66
2021-01-01 00:10:36,45
2021-01-01 00:10:37,33
2021-01-01 00:10:38,32
2021-01-01 00:10:39,73
2021-01-01 00:10:40,20
2021-01-01 00:10:41,21
2021-01-01 00:10:42,39
2021-01-01 00:10:43,53
2021-01-01 00:10:44,63
2021-01-01 00:10:45,190
2021-01-01 00:10:46,59
2021-01-01 00:10:47,72
2021-01-01 00:10:48,76
2021-01-01 00:10:49,73
2021-01-01 00:10:50,79
2021-01-01 00:10:51,83
2021-01-01 00:10:52,88
2021-01-01 00:10:53,79
2021-01-01 00:10:54,85
2021-01-01 00:10:55,80
2021-01-01 00:10:56,85
2021-01-01 00:10:57,154
2021-01-01 00:10:58,128
2021-01-01 00:10:59,49
2021-01-01 00:11:00,48
2021-01-01 00:11:01,54
2021-01-01 00:11:02,49
2021-01-01 00:11:03,46
2021-01-01 00:11:04,35
2021-01-01 00:11:05,88
2021-01-01 00:11:06,43
2021-01-01 00:11:07,55
2021-01-01 00:11:08,64
2021-01-01 00:11:09,67
2021-01-01 00:11:10,118
2021-01-01 00:11:11,101
2021-01-01 00:11:12,82
2021-01-01 00:11:13,73
2021-01-01 00:11:14,105
2021-01-01 00:11:15,71
2021-01-01 00:11:16,84
2021-01-01 00:11:17,83
2021-01-01 00:11:18,136
2021-01-01 00:11:19,92
2021-01-01 00:11:20,73
2021-01-01 00:11:21,194
2021-01-01 00:11:22,159
2021-01-01 00:11:23,68
2021-01-01 00:11:24,50
2021-01-01 00:11:25,49
2021-01-01 00:11:26,40
2021-01-01 00:11:27,52
2021-01-01 00:11:28,45
2021-01-01 00:11:29,47
2021-01-01 00:11:30,58
2021-01-01 00:11:31,78
2021-01-01 00:11:32,83
2021-01-01 00:11:33,101
2021-01-01 00:11:34,146
2021-01-01 00:11:35,59
2021-01-01 00:11:36,57
2021-01-01 00:11:37,58
2021-01-01 00:11:38,59
2021-01-01 00:11:39,60
2021-01-01 00:11:40,83
2021-01-01 00:11:41,61
2021-01-01 00:11:42,63
2021-01-01 00:11:43,71
2021-01-01 00:11:44,70
2021-01-01 00:11:45,130
2021-01-01 00:11:46,61
2021-01-01 00:11:47,64
2021-01-01 00:11:48,51
2021-01-01 00:11:49,41
2021-01-01 00:11:50,35
2021-01-01 00:11:51,28
2021-01-01 00:11:52,43
2021-01-01 00:11:53,45
2021-01-01 00:11:54,44
2021-01-01 00:11:55,49
2021-01-01 00:11:56,56
2021-01-01 00:11:57,105
2021-01-01 00:11:58,52
2021-01-01 00:11:59,57
2021-01-01 00:12:00,49
2021-01-01 00:12:01,54
2021-01-01 00:12:02,58
2021-01-01 00:12:03,65
2021-01-01 00:12:04,125
2021-01-01 00:12:05,84
2021-01-01 00:12:06,77
2021-01-01 00:12:07,118
2021-01-01 00:12:08,61
2021-01-01 00:12:09,179
2021-01-01 00:12:10,105
2021-01-01 00:12:11,82
2021-01-01 00:12:12,70
2021-01-01 00:12:13,52
2021-01-01 00:12:14,49
2021-01-01 00:12:15,39
2021-01-01 00:12:16,48
2021-01-01 00:12:17,60
2021-01-01 00:12:18,80
2021-01-01 00:12:19,57
2021-01-01 00:12:20,89
2021-01-01 00:12:21,80
2021-01-01 00:12:22,78
2021-01-01 00:12:23,66
2021-01-01 00:12:24,81
2021-01-01 00:12:25,72
2021-01-01 00:12:26,71
2021-01-01 00:12:27,66
2021-01-01 00:12:28,103
2021-01-01 00:12:29,59
2021-01-01 00:12:30,158
2021-01-01 00:12:31,69
2021-01-01 00:12:32,64
2021-01-01 00:12:33,160
2021-01-01 00:12:34,66
2021-01-01 00:12:35,53
2021-01-01 00:12:36,93
2021-01-01 00:12:37,38
2021-01-01 00:12:38,25
2021-01-01 00:12:39,24
2021-01-01 00:12:40,28
2021-01-01 00:12:41,53
2021-01-01 00:12:42,33
2021-01-01 00:12:43,59
2021-01-01 00:12:44,54
2021-01-01 00:12:45,168
2021-01-01 00:12:46,124
2021-01-01 00:12:47,74
2021-01-01 00:12:48,68
2021-01-01 00:12:49,71
2021-01-01 00:12:50,54
2021-01-01 00:12:51,52
2021-01-01 00:12:52,38
2021-01-01 00:12:53,49
2021-01-01 00:12:54,118
2021-01-01 00:12:55,78
2021-01-01 00:12:56,120
2021-01-01 00:12:57,117
2021-01-01 00:12:58,121
2021-01-01 00:12:59,71
2021-01-01 00:13:00,72
2021-01-01 00:13:01,64
2021-01-01 00:13:02,62
2021-01-01 00:13:03,48
2021-01-01 00:13:04,61
2021-01-01 00:13:05,50
2021-01-01 00:13:06,63
2021-01-01 00:13:07,64
2021-01-01 00:13:08,63
2021-01-01 00:13:09,147
2021-01-01 00:13:10,116
2021-01-01 00:13:11,77
2021-01-01 00:13:12,135
2021-01-01 00:13:13,76
2021-01-01 00:13:14,115
2021-01-01 00:13:15,73
2021-01-01 00:13:16,76
2021-01-01 00:13:17,81
2021-01-01 00:13:18,128
2021-01-01 00:13:19,65
2021-01-01 00:13:20,199
2021-01-01 00:13:21,52
2021-01-01 00:13:22,81
2021-01-01 00:13:23,76
2021-01-01 00:13:24,74
2021-01-01 00:13:25,57
2021-01-01 00:13:26,48
2021-01-01 00:13:27,33
2021-01-01 00:13:28,44
2021-01-01 00:13:29,40
2021-01-01 00:13:30,45
2021-01-01 00:13:31,68
2021-01-01 00:13:32,79
2021-01-01 00:13:33,207
2021-01-01 00:13:34,76
2021-01-01 00:13:35,124
2021-01-01 00:13:36,83
2021-01-01 00:13:37,79
2021-01-01 00:13:38,81
2021-01-01 00:13:39,73
2021-01-01 00:13:40,72
2021-01-01 00:13:41,96
2021-01-01 00:13:42,64
2021-01-01 00:13:43,71
2021-01-01 00:13:44,194
2021-01-01 00:13:45,123
2021-01-01 00:13:46,80
2021-01-01 00:13:47,54
2021-01-01 00:13:48,48
2021-01-01 00:13:49,152
2021-01-01 00:13:50,55
2021-01-01 00:13:51,44
2021-01-01 00:13:52,35
2021-01-01 00:13:53,34
2021-01-01 00:13:54,33
2021-01-01 00:13:55,40
2021-01-01 00:13:56,44
2021-01-01 00:13:57,55
2021-01-01 00:13:58,65
2021-01-01 00:13:59,163
2021-01-01 00:14:00,72
2021-01-01 00:14:01,76
2021-01-01 00:14:02,79
2021-01-01 00:14:03,62
2021-01-01 00:14:04,55
2021-01-01 00:14:05,110
2021-01-01 00:14:06,78
2021-01-01 00:14:07,135
2021-01-01 00:14:08,67
2021-01-01 00:14:09,84
2021-01-01 00:14:10,109
2021-01-01 00:14:11,47
2021-01-01 00:14:12,51
2021-01-01 00:14:13,43
2021-01-01 00:14:14,136
2021-01-01 00:14:15,31
2021-01-01 00:14:16,46
2021-01-01 00:14:17,36
2021-01-01 00:14:18,53
2021-01-01 00:14:19,52
2021-01-01 00:14:20,53
2021-01-01 00:14:21,57
2021-01-01 00:14:22,108
2021-01-01 00:14:23,132
2021-01-01 00:14:24,74
2021-01-01 00:14:25,73
2021-01-01 00:14:26,51
2021-01-01 00:14:27,46
2021-01-01 00:14:28,59
2021-01-01 00:14:29,81
2021-01-01 00:14:30,69
2021-01-01 00:14:31,111
2021-01-01 00:14:32,105
2021-01-01 00:14:33,54
2021-01-01 00:14:34,50
2021-01-01 00:14:35,42
2021-01-01 00:14:36,34
2021-01-01 00:14:37,33
2021-01-01 00:14:38,82
2021-01-01 00:14:39,27
2021-01-01 00:14:40,29
2021-01-01 00:14:41,31
2021-01-01 00:14:42,94
2021-01-01 00:14:43,28
2021-01-01 00:14:44,45
2021-01-01 00:14:45,25
2021-01-01 00:14:46,32
2021-01-01 00:14:47,24
2021-01-01 00:14:48,24
2021-01-01 00:14:49,21
2021-01-01 00:14:50,14
2021-01-01 00:14:51,20
2021-01-01 00:14:52,15
2021-01-01 00:14:53,13
2021-01-01 00:14:54,15
2021-01-01 00:14:55,17
2021-01-01 00:14:56,37
2021-01-01 00:14:57,14
2021-01-01 00:14:58,10
2021-01-01 00:14:59,59
2021-01-01 00:15:00,14
2021-01-01 00:15:01,63
2021-01-01 00:15:02,17
2021-01-01 00:15:03,16
2021-01-01 00:15:04,18
2021-01-01 00:15:05,15
2021-01-01 00:15:06,19
2021-01-01 00:15:07,18
2021-01-01 00:15:08,20
2021-01-01 00:15:09,25
2021-01-01 00:15:10,18
2021-01-01 00:15:11,20
2021-01-01 00:15:12,22
2021-01-01 00:15:13,20
2021-01-01 00:15:14,21
2021-01-01 00:15:15,15
2021-01-01 00:15:16,15
2021-01-01 00:15:17,15
2021-01-01 00:15:18,10
2021-01-01 00:15:19,15
2021-01-01 00:15:20,13
2021-01-01 00:15:21,10
2021-01-01 00:15:22,104
2021-01-01 00:15:23,21
2021-01-01 00:15:24,25
2021-01-01 00:15:25,75
2021-01-01 00:15:26,27
2021-01-01 00:15:27,25
2021-01-01 00:15:28,16
2021-01-01 00:15:29,17
2021-01-01 00:15:30,13
2021-01-01 00:15:31,15
